speech_ID,speaker_id,speaker_age,speaker_gender,speaker_accent,speech_path,length
p258_009_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_009_mic1.flac,214780
p258_253_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_253_mic1.flac,116245
p258_354_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_354_mic1.flac,126039
p258_325_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_325_mic1.flac,126311
p258_130_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_130_mic1.flac,97918
p258_185_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_185_mic1.flac,84728
p258_225_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_225_mic1.flac,140730
p258_164_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_164_mic1.flac,158998
p258_003_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_003_mic1.flac,310544
p258_329_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_329_mic1.flac,170539
p258_020_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_020_mic1.flac,182387
p258_099_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_099_mic1.flac,190720
p258_132_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_132_mic1.flac,137540
p258_137_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_137_mic1.flac,184598
p258_159_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_159_mic1.flac,201373
p258_358_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_358_mic1.flac,184428
p258_186_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_186_mic1.flac,166923
p258_194_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_194_mic1.flac,97893
p258_319_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_319_mic1.flac,123650
p258_251_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_251_mic1.flac,119340
p258_199_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_199_mic1.flac,77286
p258_277_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_277_mic1.flac,167559
p258_048_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_048_mic1.flac,173876
p258_333_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_333_mic1.flac,115680
p258_101_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_101_mic1.flac,111050
p258_353_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_353_mic1.flac,96020
p258_133_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_133_mic1.flac,216428
p258_148_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_148_mic1.flac,92389
p258_010_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_010_mic1.flac,133466
p258_314_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_314_mic1.flac,103560
p258_081_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_081_mic1.flac,172578
p258_258_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_258_mic1.flac,96136
p258_045_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_045_mic1.flac,77273
p258_105_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_105_mic1.flac,128136
p258_321_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_321_mic1.flac,111184
p258_127_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_127_mic1.flac,180476
p258_206_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_206_mic1.flac,155895
p258_236_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_236_mic1.flac,116691
p258_366_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_366_mic1.flac,180861
p258_388_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_388_mic1.flac,199220
p258_121_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_121_mic1.flac,145101
p258_320_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_320_mic1.flac,115216
p258_095_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_095_mic1.flac,141530
p258_030_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_030_mic1.flac,151899
p258_375_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_375_mic1.flac,124850
p258_287_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_287_mic1.flac,131743
p258_103_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_103_mic1.flac,172652
p258_387_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_387_mic1.flac,102956
p258_386_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_386_mic1.flac,140841
p258_041_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_041_mic1.flac,75048
p258_093_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_093_mic1.flac,109207
p258_293_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_293_mic1.flac,114804
p258_229_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_229_mic1.flac,109157
p258_313_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_313_mic1.flac,111213
p258_357_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_357_mic1.flac,81126
p258_312_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_312_mic1.flac,84685
p258_025_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_025_mic1.flac,107369
p258_172_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_172_mic1.flac,111429
p258_096_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_096_mic1.flac,125538
p258_014_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_014_mic1.flac,210789
p258_326_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_326_mic1.flac,105565
p258_403_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_403_mic1.flac,123305
p258_006_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_006_mic1.flac,247212
p258_086_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_086_mic1.flac,115506
p258_340_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_340_mic1.flac,195800
p258_259_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_259_mic1.flac,165424
p258_349_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_349_mic1.flac,90359
p258_261_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_261_mic1.flac,82942
p258_402_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_402_mic1.flac,80998
p258_351_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_351_mic1.flac,114536
p258_401_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_401_mic1.flac,142207
p258_203_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_203_mic1.flac,99873
p258_142_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_142_mic1.flac,128100
p258_271_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_271_mic1.flac,164288
p258_235_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_235_mic1.flac,81009
p258_073_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_073_mic1.flac,148776
p258_056_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_056_mic1.flac,176694
p258_210_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_210_mic1.flac,145586
p258_283_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_283_mic1.flac,139303
p258_406_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_406_mic1.flac,180362
p258_143_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_143_mic1.flac,66053
p258_060_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_060_mic1.flac,77281
p258_292_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_292_mic1.flac,116888
p258_094_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_094_mic1.flac,77381
p258_070_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_070_mic1.flac,155148
p258_362_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_362_mic1.flac,103721
p258_195_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_195_mic1.flac,162801
p258_026_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_026_mic1.flac,83026
p258_058_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_058_mic1.flac,98012
p258_161_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_161_mic1.flac,94195
p258_024_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_024_mic1.flac,275451
p258_268_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_268_mic1.flac,109266
p258_269_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_269_mic1.flac,174665
p258_047_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_047_mic1.flac,92237
p258_254_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_254_mic1.flac,140196
p258_012_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_012_mic1.flac,184073
p258_100_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_100_mic1.flac,90487
p258_378_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_378_mic1.flac,157483
p258_361_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_361_mic1.flac,161865
p258_129_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_129_mic1.flac,130665
p258_352_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_352_mic1.flac,165120
p258_156_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_156_mic1.flac,148291
p258_176_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_176_mic1.flac,166899
p258_061_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_061_mic1.flac,144027
p258_163_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_163_mic1.flac,128966
p258_316_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_316_mic1.flac,145190
p258_001_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_001_mic1.flac,81144
p258_227_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_227_mic1.flac,173549
p258_036_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_036_mic1.flac,116461
p258_074_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_074_mic1.flac,149759
p258_230_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_230_mic1.flac,140768
p258_064_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_064_mic1.flac,132159
p258_250_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_250_mic1.flac,167321
p258_339_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_339_mic1.flac,90429
p258_117_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_117_mic1.flac,116532
p258_167_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_167_mic1.flac,115580
p258_282_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_282_mic1.flac,77209
p258_033_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_033_mic1.flac,187708
p258_318_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_318_mic1.flac,77358
p258_298_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_298_mic1.flac,127125
p258_082_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_082_mic1.flac,166291
p258_124_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_124_mic1.flac,133714
p258_189_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_189_mic1.flac,109222
p258_228_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_228_mic1.flac,177718
p258_220_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_220_mic1.flac,174307
p258_192_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_192_mic1.flac,152515
p258_080_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_080_mic1.flac,119682
p258_404_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_404_mic1.flac,113086
p258_083_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_083_mic1.flac,93947
p258_315_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_315_mic1.flac,85453
p258_273_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_273_mic1.flac,154382
p258_405_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_405_mic1.flac,86599
p258_128_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_128_mic1.flac,146989
p258_067_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_067_mic1.flac,210796
p258_255_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_255_mic1.flac,170904
p258_338_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_338_mic1.flac,121842
p258_370_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_370_mic1.flac,69669
p258_170_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_170_mic1.flac,115417
p258_154_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_154_mic1.flac,176504
p258_051_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_051_mic1.flac,105562
p258_079_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_079_mic1.flac,133186
p258_296_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_296_mic1.flac,173991
p258_059_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_059_mic1.flac,133092
p258_231_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_231_mic1.flac,155396
p258_400_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_400_mic1.flac,109029
p258_308_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_308_mic1.flac,185251
p258_104_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_104_mic1.flac,176030
p258_359_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_359_mic1.flac,178975
p258_280_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_280_mic1.flac,172049
p258_245_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_245_mic1.flac,114954
p258_382_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_382_mic1.flac,92381
p258_031_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_031_mic1.flac,90332
p258_034_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_034_mic1.flac,122136
p258_004_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_004_mic1.flac,207509
p258_274_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_274_mic1.flac,95129
p258_224_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_224_mic1.flac,94235
p258_396_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_396_mic1.flac,75294
p258_409_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_409_mic1.flac,171432
p258_369_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_369_mic1.flac,81122
p258_380_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_380_mic1.flac,116307
p258_153_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_153_mic1.flac,140532
p258_071_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_071_mic1.flac,90361
p258_413_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_413_mic1.flac,178215
p258_084_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_084_mic1.flac,96474
p258_110_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_110_mic1.flac,119767
p258_190_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_190_mic1.flac,113107
p258_408_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_408_mic1.flac,88494
p258_112_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_112_mic1.flac,158459
p258_040_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_040_mic1.flac,185136
p258_022_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_022_mic1.flac,289714
p258_200_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_200_mic1.flac,112273
p258_078_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_078_mic1.flac,100709
p258_381_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_381_mic1.flac,119815
p258_141_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_141_mic1.flac,205046
p258_042_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_042_mic1.flac,84795
p258_055_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_055_mic1.flac,189594
p258_309_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_309_mic1.flac,163769
p258_385_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_385_mic1.flac,130593
p258_371_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_371_mic1.flac,75330
p258_330_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_330_mic1.flac,79094
p258_348_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_348_mic1.flac,142017
p258_196_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_196_mic1.flac,77159
p258_173_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_173_mic1.flac,73537
p258_270_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_270_mic1.flac,174315
p258_411_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_411_mic1.flac,120292
p258_115_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_115_mic1.flac,82159
p258_021_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_021_mic1.flac,369617
p258_284_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_284_mic1.flac,147013
p258_002_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_002_mic1.flac,155740
p258_212_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_212_mic1.flac,103587
p258_295_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_295_mic1.flac,98015
p258_328_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_328_mic1.flac,100797
p258_266_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_266_mic1.flac,146801
p258_008_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_008_mic1.flac,339550
p258_149_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_149_mic1.flac,144296
p258_053_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_053_mic1.flac,127457
p258_335_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_335_mic1.flac,92652
p258_102_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_102_mic1.flac,88526
p258_346_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_346_mic1.flac,145992
p258_248_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_248_mic1.flac,64202
p258_201_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_201_mic1.flac,151048
p258_202_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_202_mic1.flac,94194
p258_379_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_379_mic1.flac,131543
p258_011_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_011_mic1.flac,274070
p258_412_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_412_mic1.flac,167147
p258_249_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_249_mic1.flac,82838
p258_226_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_226_mic1.flac,97157
p258_350_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_350_mic1.flac,84824
p258_065_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_065_mic1.flac,87471
p258_218_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_218_mic1.flac,82817
p258_331_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_331_mic1.flac,82914
p258_069_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_069_mic1.flac,191402
p258_152_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_152_mic1.flac,94152
p258_068_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_068_mic1.flac,116295
p258_263_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_263_mic1.flac,150176
p258_360_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_360_mic1.flac,161864
p258_233_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_233_mic1.flac,92303
p258_062_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_062_mic1.flac,106617
p258_367_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_367_mic1.flac,155456
p258_374_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_374_mic1.flac,180671
p258_211_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_211_mic1.flac,94136
p258_018_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_018_mic1.flac,239338
p258_092_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_092_mic1.flac,156994
p258_039_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_039_mic1.flac,79133
p258_138_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_138_mic1.flac,178657
p258_347_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_347_mic1.flac,131040
p258_160_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_160_mic1.flac,99739
p258_395_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_395_mic1.flac,192102
p258_076_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_076_mic1.flac,100595
p258_183_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_183_mic1.flac,169697
p258_376_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_376_mic1.flac,113677
p258_197_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_197_mic1.flac,99842
p258_171_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_171_mic1.flac,186787
p258_123_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_123_mic1.flac,90367
p258_239_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_239_mic1.flac,138850
p258_147_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_147_mic1.flac,137289
p258_297_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_297_mic1.flac,182738
p258_207_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_207_mic1.flac,67864
p258_299_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_299_mic1.flac,96064
p258_216_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_216_mic1.flac,140383
p258_300_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_300_mic1.flac,196291
p258_049_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_049_mic1.flac,133887
p258_285_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_285_mic1.flac,152692
p258_377_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_377_mic1.flac,137445
p258_311_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_311_mic1.flac,143687
p258_372_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_372_mic1.flac,103936
p258_279_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_279_mic1.flac,131352
p258_317_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_317_mic1.flac,79042
p258_063_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_063_mic1.flac,140709
p258_355_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_355_mic1.flac,201495
p258_398_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_398_mic1.flac,96174
p258_089_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_089_mic1.flac,84842
p258_046_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_046_mic1.flac,99926
p258_260_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_260_mic1.flac,111206
p258_119_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_119_mic1.flac,160195
p258_322_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_322_mic1.flac,96647
p258_247_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_247_mic1.flac,146876
p258_087_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_087_mic1.flac,198258
p258_208_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_208_mic1.flac,83005
p258_304_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_304_mic1.flac,182480
p258_057_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_057_mic1.flac,103650
p258_272_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_272_mic1.flac,172877
p258_028_mic1,p258,22,M,English,podcastmix/podcastmix-synth/train/speech/p258_028_mic1.flac,86789
